日期和時間,當下車速(公里/小時),未來車速(公里/小時)
970219 1525,75.787,71.1638
970219 1530,71.1638,67.6792
970219 1535,67.6792,73.1515
970219 1540,73.1515,68.7619
970219 1545,68.7619,72.9741
970219 1550,72.9741,72.9741
970219 1555,72.9741,72.2112
970219 1600,72.2112,73.9096
970219 1605,73.9096,71.688
970219 1610,71.688,69.9384
970219 1615,69.9384,73.9086
970219 1620,73.9086,71.1898
970219 1625,71.1898,74.9804
970219 1630,74.9804,76.9329
970219 1635,76.9329,79.3485
970219 1640,79.3485,68.4432
970219 1645,68.4432,76.5804
970219 1650,76.5804,76.5804
970219 1655,76.5804,78.0372
970219 1700,78.0372,73.2195
970219 1705,73.2195,73.7763
970219 1710,73.7763,76.0496
970219 1715,76.0496,78.1239
970219 1720,78.1239,77.7819
970219 1725,77.7819,77.2173
970219 1730,77.2173,76.8813
970219 1735,76.8813,80.1233
970219 1740,80.1233,80.9883
970219 1745,80.9883,80.6598
970219 1750,80.6598,80.6598
970219 1755,80.6598,78.5785
970219 1800,78.5785,80.1783
970219 1805,80.1783,75.6603
970219 1810,75.6603,79.1138
970219 1815,79.1138,75.7484
970219 1820,75.7484,76.0888
970219 1825,76.0888,72.8804
970219 1830,72.8804,76.2785
970219 1835,76.2785,80.0779
970219 1840,80.0779,82.3724
970219 1845,82.3724,83.2183
970219 1850,83.2183,83.2183
970219 1855,83.2183,81.6931
970219 1900,81.6931,81.3026
970219 1905,81.3026,81.86
970219 1910,81.86,85.0997
970219 1915,85.0997,83.9591
970219 1920,83.9591,80.8688
970219 1925,80.8688,84.2689
970219 1930,84.2689,84.2415
970219 1935,84.2415,82.1765
970219 1940,82.1765,82.7343
970219 1945,82.7343,79.0421
970219 1950,79.0421,79.0421
970219 1955,79.0421,81.0057
970219 2000,81.0057,89.8323
970219 2005,89.8323,83.4239
970219 2010,83.4239,84.469
970219 2015,84.469,88.159
970219 2020,88.159,87.3806
970219 2025,87.3806,86.7459
970219 2030,86.7459,87.4971
970219 2035,87.4971,86.5815
970219 2040,86.5815,87.6338
970219 2045,87.6338,85.233
970219 2050,85.233,85.233
970219 2055,85.233,87.3739
970219 2100,87.3739,79.7241
970219 2105,79.7241,88.2222
970219 2110,88.2222,87.7179
970219 2115,87.7179,89.4851
970219 2120,89.4851,89.4276
970219 2125,89.4276,87.6667
970219 2130,87.6667,86.7016
970219 2135,86.7016,87.3709
970219 2140,87.3709,88.6899
970219 2145,88.6899,86.8924
970219 2150,86.8924,86.8924
970219 2155,86.8924,91.3114
970219 2200,91.3114,88.36
970219 2205,88.36,90.2203
970219 2210,90.2203,88.4371
970219 2215,88.4371,90.0033
970219 2220,90.0033,86.0349
970219 2225,86.0349,90.7451
970219 2230,90.7451,90.4036
970219 2235,90.4036,90.072
970219 2240,90.072,90.7952
970219 2245,90.7952,90.1633
970219 2250,90.1633,90.1633
970219 2255,90.1633,91.5833
970219 2300,91.5833,91.0974
970219 2305,91.0974,91.929
970219 2310,91.929,92.8067
970219 2315,92.8067,89.0709
970219 2320,89.0709,92.7086
970219 2325,92.7086,91.838
970219 2330,91.838,91.9396
970219 2335,91.9396,91.0915
970219 2340,91.0915,90.6479
970219 2345,90.6479,93.9048
970219 2350,93.9048,93.9048
970219 2355,93.9048,92.9565
970220 0000,92.9565,90.5652
970220 0005,90.5652,90.6289
970220 0010,90.6289,94.0849
970220 0015,94.0849,93.1826
970220 0020,93.1826,96.0182
970220 0025,96.0182,93.5213
970220 0030,93.5213,93.5823
970220 0035,93.5823,94.2985
970220 0040,94.2985,91.988
970220 0045,91.988,92.1351
970220 0050,92.1351,92.1351
970220 0055,92.1351,93.6
970220 0100,93.6,93.375
970220 0105,93.375,93.5088
970220 0110,93.5088,93.4464
970220 0115,93.4464,92.6154
970220 0120,92.6154,89.8077
970220 0125,89.8077,92.3542
970220 0130,92.3542,94.2927
970220 0135,94.2927,93.8696
970220 0140,93.8696,95.5476
970220 0145,95.5476,95.8367
970220 0150,95.8367,95.8367
970220 0155,95.8367,93.0698
970220 0200,93.0698,91.6522
970220 0205,91.6522,94.6226
970220 0210,94.6226,91.5532
970220 0215,91.5532,91.25
970220 0220,91.25,95.4865
970220 0225,95.4865,92.375
970220 0230,92.375,94.6667
970220 0235,94.6667,98.8857
970220 0240,98.8857,98.8857
970220 0245,98.8857,92.12
970220 0255,92.12,89.25
970220 0300,89.25,93.5556
970220 0305,93.5556,87.6667
970220 0310,87.6667,89.6129
970220 0315,89.6129,90.8857
970220 0320,90.8857,88.9459
970220 0325,88.9459,90.9231
970220 0330,90.9231,88.6857
970220 0335,88.6857,90.6571
970220 0340,90.6571,88.2
970220 0345,88.2,91.0909
970220 0350,91.0909,91.0909
970220 0355,91.0909,91.04
970220 0400,91.04,88.0606
970220 0405,88.0606,85.7368
970220 0410,85.7368,88.8214
970220 0415,88.8214,85.9394
970220 0420,85.9394,89.0313
970220 0425,89.0313,89.4074
970220 0430,89.4074,89.8056
970220 0435,89.8056,87.7619
970220 0440,87.7619,88.5517
970220 0445,88.5517,89.8621
970220 0450,89.8621,89.8621
970220 0455,89.8621,90.9429
970220 0500,90.9429,89.8293
970220 0505,89.8293,88
970220 0510,88,89.48
970220 0515,89.48,88.9583
970220 0520,88.9583,90.3333
970220 0525,90.3333,92.5172
970220 0530,92.5172,86.5692
970220 0535,86.5692,90.475
970220 0540,90.475,88.2621
970220 0545,88.2621,91.0568
970220 0550,91.0568,91.0568
970220 0555,91.0568,89.8655
970220 0600,89.8655,90.1769
970220 0605,90.1769,89.2614
970220 0610,89.2614,91.7123
970220 0615,91.7123,91.7569
970220 0620,91.7569,91.6533
970220 0625,91.6533,90.7405
970220 0630,90.7405,90.0386
970220 0635,90.0386,81.0269
970220 0640,81.0269,84.165
970220 0645,84.165,78.7749
970220 0650,78.7749,78.7749
970220 0655,78.7749,80.1004
970220 0700,80.1004,73.9023
970220 0705,73.9023,73.778
970220 0710,73.778,76.4381
970220 0715,76.4381,69.6661
970220 0720,69.6661,60.045
970220 0725,60.045,55.4798
970220 0730,55.4798,43.1688
970220 0735,43.1688,44.3475
970220 0740,44.3475,46.1936
970220 0745,46.1936,55.7186
970220 0750,55.7186,55.7186
970220 0755,55.7186,41.3796
970220 0800,41.3796,46.1613
970220 0805,46.1613,42.0851
970220 0810,42.0851,55.8833
970220 0815,55.8833,81.485
970220 0820,81.485,76.0673
970220 0825,76.0673,82.037
970220 0830,82.037,86.7433
970220 0835,86.7433,75.4381
970220 0840,75.4381,69.1313
970220 0845,69.1313,69.6515
970220 0850,69.6515,69.6515
970220 0855,69.6515,69.1565
970220 0900,69.1565,61.3623
970220 0905,61.3623,51.1817
970220 0910,51.1817,43.0563
970220 0915,43.0563,43.0224
970220 0920,43.0224,58.1947
970220 0925,58.1947,53.4815
970220 0930,53.4815,54.5257
970220 0935,54.5257,57.9546
970220 0940,57.9546,58.2228
970220 0945,58.2228,55.8975
970220 0950,55.8975,55.8975
970220 0955,55.8975,72.1663
970220 1000,72.1663,75.0387
970220 1005,75.0387,82.3798
970220 1010,82.3798,77.6952
970220 1015,77.6952,81.7372
970220 1020,81.7372,79.3568
970220 1025,79.3568,72.3524
970220 1030,72.3524,81.3747
970220 1035,81.3747,79.5884
970220 1040,79.5884,84.6044
970220 1045,84.6044,84.3494
970220 1050,84.3494,84.3494
970220 1055,84.3494,83.7346
970220 1100,83.7346,75.5982
970220 1105,75.5982,75.1754
970220 1110,75.1754,80.114
970220 1115,80.114,83.6721
970220 1120,83.6721,78.4128
970220 1125,78.4128,79.5078
970220 1130,79.5078,77.3002
970220 1135,77.3002,76.5105
970220 1140,76.5105,81.6197
970220 1145,81.6197,84.3666
970220 1150,84.3666,84.3666
970220 1155,84.3666,79.5618
970220 1200,79.5618,81.0825
970220 1205,81.0825,85.6948
970220 1210,85.6948,88.1899
970220 1215,88.1899,87.5758
970220 1220,87.5758,81.8582
970220 1225,81.8582,84.6308
970220 1230,84.6308,83.9394
970220 1235,83.9394,80.1674
970220 1240,80.1674,84.829
970220 1245,84.829,81.0976
970220 1250,81.0976,81.0976
970220 1255,81.0976,82.846
970220 1300,82.846,83.2853
970220 1305,83.2853,77.2125
970220 1310,77.2125,78.669
970220 1315,78.669,79.8209
970220 1320,79.8209,79.4342
970220 1325,79.4342,76.8891
970220 1330,76.8891,76.8625
970220 1335,76.8625,74.4339
970220 1340,74.4339,78.818
970220 1345,78.818,74.6115
970220 1350,74.6115,74.6115
970220 1355,74.6115,78.252
970220 1400,78.252,78.8875
970220 1405,78.8875,74.6952
970220 1410,74.6952,75.6575
970220 1415,75.6575,75.2706
970220 1420,75.2706,68.5743
970220 1425,68.5743,73.5474
970220 1430,73.5474,77.6908
970220 1435,77.6908,80.3455
970220 1440,80.3455,73.9961
970220 1445,73.9961,75.749
970220 1450,75.749,75.749
970220 1455,75.749,76.66
970220 1500,76.66,78.7585
970220 1505,78.7585,79.9048
970220 1510,79.9048,77.7746
970220 1515,77.7746,72.9152
970220 1520,72.9152,76.1992
970220 1525,76.1992,79.73
970220 1530,79.73,79.087
970220 1535,79.087,81.4373
970220 1540,81.4373,70.3657
970220 1545,70.3657,73.4007
970220 1550,73.4007,73.4007
970220 1555,73.4007,75.0394
970220 1600,75.0394,86.7045
970220 1605,86.7045,87.5194
970220 1610,87.5194,86.4396
970220 1615,86.4396,77.0208
970220 1620,77.0208,76.8445
970220 1625,76.8445,67.7926
970220 1630,67.7926,69.0574
970220 1635,69.0574,72.1126
970220 1640,72.1126,74.8629
970220 1645,74.8629,78.3766
970220 1650,78.3766,78.3766
970220 1655,78.3766,78.5096
970220 1700,78.5096,78.3086
970220 1705,78.3086,73.6638
970220 1710,73.6638,81.5573
970220 1715,81.5573,78.9962
970220 1720,78.9962,81.3876
970220 1725,81.3876,78.9623
970220 1730,78.9623,76.8964
970220 1735,76.8964,77.849
970220 1740,77.849,78.4015
970220 1745,78.4015,78.4146
970220 1750,78.4146,78.4146
970220 1755,78.4146,78.7621
970220 1800,78.7621,76.1145
970220 1805,76.1145,77.3897
970220 1810,77.3897,79.5576
970220 1815,79.5576,76.2578
970220 1820,76.2578,76.1951
970220 1825,76.1951,78.9976
970220 1830,78.9976,77.8683
970220 1835,77.8683,77.8361
970220 1840,77.8361,76.3819
970220 1845,76.3819,76.9116
970220 1850,76.9116,76.9116
970220 1855,76.9116,82.8655
970220 1900,82.8655,83.3592
970220 1905,83.3592,81.6068
970220 1910,81.6068,83.0859
970220 1915,83.0859,77.9702
970220 1920,77.9702,83.8283
970220 1925,83.8283,82.463
970220 1930,82.463,83.8225
970220 1935,83.8225,80.0873
970220 1940,80.0873,85.2677
970220 1945,85.2677,75.9591
970220 1950,75.9591,75.9591
970220 1955,75.9591,86.7308
970220 2000,86.7308,82.6914
970220 2005,82.6914,83.2537
970220 2010,83.2537,82.2826
970220 2015,82.2826,83.8646
970220 2020,83.8646,84.5191
970220 2025,84.5191,87.2063
970220 2030,87.2063,83.4592
970220 2035,83.4592,77.9564
970220 2040,77.9564,83.655
970220 2045,83.655,79.5595
970220 2050,79.5595,79.5595
970220 2055,79.5595,86.6393
970220 2100,86.6393,85.9495
970220 2105,85.9495,84.1649
970220 2110,84.1649,86.4648
970220 2115,86.4648,85.7011
970220 2120,85.7011,88.101
970220 2125,88.101,83.1742
970220 2130,83.1742,87.3481
970220 2135,87.3481,84.7925
970220 2140,84.7925,87.2148
970220 2145,87.2148,87.0344
970220 2150,87.0344,87.0344
970220 2155,87.0344,88.658
970220 2200,88.658,87.5914
970220 2205,87.5914,88.6496
970220 2210,88.6496,88.5529
970220 2215,88.5529,89.59
970220 2220,89.59,85.9424
970220 2225,85.9424,85.7152
970220 2230,85.7152,87.7706
970220 2235,87.7706,88.9875
970220 2240,88.9875,88.8257
970220 2245,88.8257,90.1907
970220 2250,90.1907,90.1907
970220 2255,90.1907,91.1972
970220 2300,91.1972,89.5369
970220 2305,89.5369,89.4439
970220 2310,89.4439,91.356
970220 2315,91.356,91.2463
970220 2320,91.2463,89.7065
970220 2325,89.7065,89.6552
970220 2330,89.6552,90.8161
970220 2335,90.8161,92.8
970220 2340,92.8,90.614
970220 2345,90.614,90
970220 2350,90,90
970220 2355,90,91.9477
970221 0000,91.9477,93.3039
970221 0005,93.3039,92.963
970221 0010,92.963,91.3089
970221 0015,91.3089,93.9187
970221 0020,93.9187,92.0561
970221 0025,92.0561,91.1019
970221 0030,91.1019,90.469
970221 0035,90.469,90.9867
970221 0040,90.9867,88.3049
970221 0045,88.3049,91.9326
970221 0050,91.9326,91.9326
970221 0055,91.9326,90.791
970221 0100,90.791,88.9322
970221 0105,88.9322,91.3714
970221 0110,91.3714,90.5185
970221 0115,90.5185,89.5606
970221 0120,89.5606,90.9865
970221 0125,90.9865,89.3881
970221 0130,89.3881,91.9206
970221 0135,91.9206,91.1111
970221 0140,91.1111,92.4923
970221 0145,92.4923,90.9681
970221 0155,90.9681,94.6923
970221 0230,94.6923,92.8444
970221 0235,92.8444,89.3333
970221 0240,89.3333,92.4
970221 0245,92.4,86.7179
970221 0250,86.7179,86.7179
970221 0255,86.7179,88
970221 0300,88,90.9348
970221 0305,90.9348,89.2051
970221 0310,89.2051,88.2857
970221 0315,88.2857,92.6897
970221 0320,92.6897,88.36
970221 0325,88.36,91
970221 0330,91,89.7027
970221 0335,89.7027,87.8378
970221 0340,87.8378,85.9677
970221 0345,85.9677,92.25
970221 0350,92.25,92.25
970221 0355,92.25,86.6061
970221 0400,86.6061,88.6429
970221 0405,88.6429,94.0882
970221 0410,94.0882,89.6087
970221 0415,89.6087,92.0303
970221 0420,92.0303,88.4783
970221 0425,88.4783,85.6875
970221 0430,85.6875,86.9394
970221 0435,86.9394,85.7667
970221 0440,85.7667,87.8214
970221 0445,87.8214,83.3
970221 0450,83.3,83.3
970221 0455,83.3,87.1765
970221 0500,87.1765,88.9189
970221 0505,88.9189,88.0638
970221 0510,88.0638,87.8919
970221 0515,87.8919,88.6207
970221 0520,88.6207,90.3704
970221 0525,90.3704,90.6721
970221 0530,90.6721,87.4944
970221 0535,87.4944,90.2083
970221 0540,90.2083,88.7654
970221 0545,88.7654,90.9817
970221 0550,90.9817,90.9817
970221 0555,90.9817,89.0508
970221 0600,89.0508,89.5769
970221 0605,89.5769,91.436
970221 0610,91.436,90.8286
970221 0615,90.8286,89.8522
970221 0620,89.8522,88.8547
970221 0625,88.8547,87.1833
970221 0630,87.1833,91.4444
970221 0635,91.4444,88.735
970221 0640,88.735,84.2292
970221 0645,84.2292,84.465
970221 0650,84.465,84.465
970221 0655,84.465,75.8414
970221 0700,75.8414,73.7455
970221 0705,73.7455,75.8646
970221 0710,75.8646,71.248
970221 0715,71.248,64.8866
970221 0720,64.8866,47.7765
970221 0725,47.7765,51.8718
970221 0730,51.8718,50.8281
970221 0735,50.8281,48.8095
970221 0740,48.8095,45.0836
970221 0745,45.0836,45.58
970221 0750,45.58,45.58
970221 0755,45.58,45.5126
970221 0800,45.5126,39.4897
970221 0805,39.4897,37.6572
970221 0810,37.6572,40
970221 0815,40,41.3153
970221 0820,41.3153,43.0497
970221 0825,43.0497,42.1689
970221 0830,42.1689,39.9187
970221 0835,39.9187,44.5981
970221 0840,44.5981,45.0745
970221 0845,45.0745,43.5689
970221 0850,43.5689,43.5689
970221 0855,43.5689,49.8571
970221 0900,49.8571,40.4569
970221 0905,40.4569,51.7405
970221 0910,51.7405,48.5573
970221 0915,48.5573,46.8693
970221 0920,46.8693,48.5316
970221 0925,48.5316,51.5534
970221 0930,51.5534,62.0643
970221 0935,62.0643,63.8444
970221 0940,63.8444,78.0551
970221 0945,78.0551,82.7114
970221 0950,82.7114,82.7114
970221 0955,82.7114,83.3149
970221 1000,83.3149,76.8686
970221 1005,76.8686,80.6964
970221 1010,80.6964,83.1527
970221 1015,83.1527,88.6063
970221 1020,88.6063,83.0791
970221 1025,83.0791,74.306
970221 1030,74.306,81.203
970221 1035,81.203,74.5278
970221 1040,74.5278,74.5278
970221 1045,74.5278,71.3682
970221 1050,71.3682,71.3682
970221 1055,71.3682,81.6945
970221 1100,81.6945,80.2701
970221 1105,80.2701,79.1158
970221 1110,79.1158,79.1158
970221 1115,79.1158,79.719
970221 1120,79.719,74.0882
970221 1125,74.0882,82.7593
970221 1130,82.7593,85.5206
970221 1135,85.5206,82.3672
970221 1140,82.3672,83.3652
970221 1145,83.3652,82.8697
970221 1150,82.8697,82.8697
970221 1155,82.8697,85.2116
970221 1200,85.2116,84.1866
970221 1205,84.1866,83.2944
970221 1210,83.2944,81.2333
970221 1215,81.2333,76.3168
970221 1635,76.3168,76.9923
970221 1640,76.9923,76.9923
970221 1645,76.9923,72.9222
970221 1715,72.9222,69.1209
970221 1720,69.1209,76.0581
970221 1725,76.0581,72.3264
970221 1730,72.3264,73.1075
970221 1735,73.1075,76.4734
970221 1740,76.4734,75.7102
970221 1745,75.7102,77.3406
970221 1750,77.3406,77.3406
970221 1755,77.3406,75.8522
970221 1805,75.8522,70.7899
970221 1810,70.7899,78.2464
970221 1815,78.2464,73.1326
970221 1820,73.1326,73.1326
970221 1825,73.1326,74.8939
970221 1830,74.8939,69.2103
970221 1835,69.2103,79.3124
970221 1840,79.3124,73.9302
970221 1845,73.9302,82.7078
970221 1850,82.7078,82.7078
970221 1855,82.7078,79.0769
970221 1900,79.0769,81.1097
970221 1905,81.1097,81.8853
970221 1910,81.8853,82.9977
970221 1915,82.9977,83.0514
970221 1920,83.0514,74.5986
970221 1925,74.5986,81.841
970221 1930,81.841,81.8151
970221 1935,81.8151,81.8983
970221 1940,81.8983,81.8731
970221 1945,81.8731,82.8304
970221 1950,82.8304,82.8304
970221 1955,82.8304,82.6383
970221 2000,82.6383,86.4688
970221 2005,86.4688,71.7064
970221 2010,71.7064,85.4712
970221 2015,85.4712,86.9309
970221 2020,86.9309,84.6201
970221 2025,84.6201,85.9065
970221 2030,85.9065,84.893
970221 2035,84.893,86.0818
970221 2040,86.0818,87.727
970221 2045,87.727,85.9835
970221 2050,85.9835,86.322
970221 2055,86.322,85.8287
970221 2100,85.8287,87.4421
970221 2105,87.4421,85.9701
970221 2110,85.9701,86.9301
970221 2115,86.9301,86.5784
970221 2120,86.5784,85.8135
970221 2125,85.8135,84.8702
970221 2130,84.8702,86.796
970221 2135,86.796,87.5
970221 2140,87.5,84.8061
970221 2145,84.8061,82.3379
970221 2150,82.3379,82.3379
970221 2155,82.3379,90.0704
970221 2200,90.0704,87.8736
970221 2205,87.8736,87.3308
970221 2210,87.3308,89.3599
970221 2215,89.3599,91.5992
970221 2220,91.5992,87.4391
970221 2225,87.4391,88.1933
970221 2230,88.1933,89.2707
970221 2235,89.2707,89.3846
970221 2240,89.3846,90.403
970221 2245,90.403,90.7347
970221 2250,90.7347,90.7347
970221 2255,90.7347,91.9521
970221 2300,91.9521,91.4439
970221 2305,91.4439,92.1458
970221 2310,92.1458,91.5357
970221 2315,91.5357,90.9938
970221 2320,90.9938,92.1209
970221 2325,92.1209,92.9545
970221 2330,92.9545,90.5227
970221 2335,90.5227,90.8857
970221 2340,90.8857,91.4
970221 2345,91.4,96.2532
970221 2350,96.2532,96.2532
970221 2355,96.2532,92.0826
970222 0000,92.0826,93.1284
970222 0005,93.1284,94.83
970222 0010,94.83,89.8989
970222 0015,89.8989,92.1089
970222 0020,92.1089,95.7642
970222 0025,95.7642,91.2442
970222 0030,91.2442,93.9024
970222 0035,93.9024,94.7857
970222 0040,94.7857,90.9114
970222 0045,90.9114,91.7397
970222 0050,91.7397,91.7397
970222 0055,91.7397,93.1449
970222 0100,93.1449,92.8642
970222 0105,92.8642,94.4853
970222 0110,94.4853,92.1961
970222 0115,92.1961,92.6143
970222 0120,92.6143,92.2373
970222 0125,92.2373,91.413
970222 0130,91.413,89.9194
970222 0135,89.9194,94.1846
970222 0140,94.1846,91.7857
970222 0145,91.7857,92.9841
970222 0150,92.9841,92.9841
970222 0155,92.9841,95.4561
970222 0200,95.4561,92.3333
970222 0205,92.3333,93.325
970222 0210,93.325,93.425
970222 0215,93.425,92.5278
970222 0220,92.5278,92.0889
970222 0225,92.0889,96.8611
970222 0230,96.8611,92.15
970222 0235,92.15,91.9778
970222 0240,91.9778,93.4043
970222 0245,93.4043,94.8857
970222 0250,94.8857,94.8857
970222 0255,94.8857,93.7429
970222 0300,93.7429,92.3182
970222 0305,92.3182,93.8
970222 0310,93.8,93.4375
970222 0315,93.4375,94.84
970222 0320,94.84,93.5313
970222 0325,93.5313,95.3333
970222 0330,95.3333,92.125
970222 0335,92.125,92.5313
970222 0340,92.5313,85.381
970222 0345,85.381,89.4286
970222 0350,89.4286,89.4286
970222 0355,89.4286,93
970222 0400,93,94.2857
970222 0405,94.2857,87.7727
970222 0410,87.7727,93.375
970222 0415,93.375,88.9444
970222 0420,88.9444,93.3333
970222 0425,93.3333,89.2273
970222 0430,89.2273,88.5952
970222 0435,88.5952,87.125
970222 0440,87.125,81.4524
970222 0445,81.4524,84.0952
970222 0450,84.0952,84.0952
970222 0455,84.0952,83.3721
970222 0500,83.3721,84.2917
970222 0505,84.2917,82.9556
970222 0510,82.9556,89.7
970222 0515,89.7,81.5469
970222 0520,81.5469,90.5116
970222 0525,90.5116,89.7077
970222 0530,89.7077,88.9306
970222 0535,88.9306,94.0725
970222 0540,94.0725,92.809
970222 0545,92.809,93.4762
970222 0550,93.4762,93.4762
970222 0555,93.4762,89.8731
970222 0600,89.8731,93.9339
970222 0605,93.9339,92.8116
970222 0610,92.8116,93.7987
970222 0615,93.7987,91.5172
970222 0620,91.5172,89.2711
970222 0625,89.2711,91.0076
970222 0630,91.0076,91.0863
970222 0635,91.0863,88.4656
970222 0640,88.4656,86.625
970222 0645,86.625,80.0962
970222 0650,80.0962,80.0962
970222 0655,80.0962,76.772
970222 0700,76.772,76.2135
970222 0705,76.2135,79.7337
970222 0710,79.7337,74.4669
970222 0715,74.4669,71.5806
970222 0720,71.5806,69.893
970222 0725,69.893,66.1901
970222 0730,66.1901,44.6646
970222 0735,44.6646,42.1244
970222 0740,42.1244,48.2137
970222 0745,48.2137,42.961
970222 0750,42.961,42.961
970222 0755,42.961,49.2929
970222 0800,49.2929,50.0739
970222 0805,50.0739,46.3194
970222 0810,46.3194,47.7896
970222 0815,47.7896,46.6035
970222 0820,46.6035,43.9938
970222 0825,43.9938,45.1505
970222 0830,45.1505,42.0293
970222 0835,42.0293,43.3796
970222 0840,43.3796,49.9588
970222 0845,49.9588,47.9434
970222 0850,47.9434,47.9434
970222 0855,47.9434,61.4611
970222 0900,61.4611,48.6654
970222 0905,48.6654,57.1151
970222 0910,57.1151,63.9802
970222 0915,63.9802,39.4949
970222 0920,39.4949,53.869
970222 0925,53.869,58.8721
970222 0930,58.8721,44.0625
970222 0935,44.0625,52.6545
970222 0940,52.6545,63.2404
970222 0945,63.2404,66.4422
970222 0950,66.4422,72.8816
970222 0955,72.8816,71.5921
970222 1000,71.5921,71.4249
970222 1005,71.4249,75.6464
970222 1010,75.6464,73.8366
970222 1015,73.8366,81.0865
970222 1020,81.0865,80.0026
970222 1025,80.0026,76.0826
970222 1030,76.0826,77.2217
970222 1035,77.2217,71.4649
970222 1040,71.4649,83.4477
970222 1045,83.4477,80.3703
970222 1050,80.3703,80.3703
970222 1055,80.3703,83.114
970222 1100,83.114,79.1655
970222 1105,79.1655,78.7412
970222 1110,78.7412,84.188
970222 1115,84.188,83.1704
970222 1120,83.1704,79.6968
970222 1125,79.6968,78.5011
970222 1130,78.5011,85.4632
970222 1135,85.4632,83.9355
970222 1140,83.9355,85.8659
970222 1145,85.8659,79.4673
970222 1150,79.4673,79.4673
970222 1155,79.4673,86.2127
970222 1200,86.2127,85.4615
970222 1205,85.4615,85.4139
970222 1210,85.4139,86.8277
970222 1215,86.8277,81.595
970222 1220,81.595,84.9708
970222 1225,84.9708,80.1218
970222 1230,80.1218,85.5939
970222 1235,85.5939,85.9864
970222 1240,85.9864,85.0299
970222 1245,85.0299,83.1015
970222 1250,83.1015,83.1015
970222 1255,83.1015,79.7981
970222 1300,79.7981,85.9251
970222 1305,85.9251,84.7461
970222 1310,84.7461,82.1905
970222 1315,82.1905,85.2323
970222 1320,85.2323,81.0871
970222 1325,81.0871,79.5588
970222 1330,79.5588,78.0949
970222 1335,78.0949,81.1429
970222 1340,81.1429,84.2126
970222 1345,84.2126,79.5087
970222 1350,79.5087,79.5087
970222 1355,79.5087,76.4597
970222 1400,76.4597,80.7682
970222 1405,80.7682,80.7759
970222 1410,80.7759,80.6226
970222 1415,80.6226,75.0271
970222 1420,75.0271,78.8189
970222 1425,78.8189,81.503
970222 1430,81.503,78.7612
970222 1435,78.7612,83.6391
970222 1440,83.6391,83.9918
970222 1445,83.9918,81.1861
970222 1450,81.1861,81.1861
970222 1455,81.1861,78.301
970222 1500,78.301,78.1019
970222 1505,78.1019,76.5538
970222 1510,76.5538,80.4158
970222 1515,80.4158,78.7098
970222 1520,78.7098,82.3369
970222 1525,82.3369,79.0964
970222 1530,79.0964,81.1813
970222 1535,81.1813,80.4929
970222 1540,80.4929,79.0699
970222 1545,79.0699,83.2667
970222 1550,83.2667,80.2826
970222 1555,80.2826,81.1485
970222 1600,81.1485,79.653
970222 1605,79.653,79.2364
970222 1610,79.2364,78.5645
970222 1615,78.5645,73.5621
970222 1620,73.5621,76.8145
970222 1625,76.8145,74.8628
970222 1630,74.8628,75.2957
970222 1635,75.2957,73.4992
970222 1640,73.4992,74.7716
970222 1645,74.7716,75.9642
970222 1650,75.9642,75.9642
970222 1655,75.9642,75.7274
970222 1700,75.7274,76.8722
970222 1705,76.8722,74.5381
970222 1710,74.5381,77.8223
970222 1715,77.8223,72.5717
970222 1720,72.5717,75.0945
970222 1725,75.0945,73.6633
970222 1730,73.6633,72.3022
970222 1735,72.3022,76.6805
970222 1740,76.6805,76.2316
970222 1745,76.2316,70.0704
970222 1750,70.0704,70.0704
970222 1755,70.0704,40.1165
970222 1800,40.1165,18.9549
970222 1805,18.9549,16.5246
970222 1810,16.5246,20.0991
970222 1815,20.0991,21.168
970222 1820,21.168,18.2055
970222 1825,18.2055,15.8587
970222 1830,15.8587,20.0216
970222 1835,20.0216,23.9426
970222 1840,23.9426,21.8998
970222 1845,21.8998,24.0843
970222 1850,24.0843,24.0843
970222 1855,24.0843,21.5862
970222 1900,21.5862,30.9251
970222 1905,30.9251,29.7479
970222 1910,29.7479,30.2269
970222 1915,30.2269,32.4907
970222 1920,32.4907,33.1838
970222 1925,33.1838,27.9588
970222 1930,27.9588,27.0458
970222 1935,27.0458,23.9049
970222 1940,23.9049,34.5874
970222 1945,34.5874,74.2886
970222 1950,74.2886,74.2886
970222 1955,74.2886,79.2389
970222 2000,79.2389,83.845
970222 2005,83.845,80.9089
970222 2010,80.9089,81.4165
970222 2015,81.4165,85.672
970222 2020,85.672,74.8861
970222 2025,74.8861,81.6701
970222 2030,81.6701,83.634
970222 2035,83.634,82.4087
970222 2040,82.4087,84.2909
970222 2045,84.2909,85.2526
970222 2050,85.2526,85.2526
970222 2055,85.2526,83.2743
970222 2100,83.2743,80.3349
970222 2105,80.3349,81.7241
970222 2110,81.7241,85.4808
970222 2115,85.4808,84.8816
970222 2120,84.8816,84.5722
970222 2125,84.5722,82.2948
970222 2130,82.2948,84.2082
970222 2135,84.2082,82.8857
970222 2140,82.8857,83.9151
970222 2145,83.9151,82.7605
970222 2150,82.7605,82.7605
970222 2155,82.7605,82.5622
970222 2200,82.5622,78.2957
970222 2205,78.2957,83.3029
970222 2210,83.3029,83.8443
970222 2215,83.8443,82.3581
970222 2220,82.3581,84.6606
970222 2225,84.6606,83.3368
970222 2230,83.3368,87.2034
970222 2235,87.2034,87.1808
970222 2240,87.1808,84.8953
970222 2245,84.8953,84.7889
