日期和時間,流量(車輛/小時),車速(公里/小時),密度(車輛/公里)
970207 1805,4128,81.1657,12.7147
970207 1810,4308,85.1838,12.6432
970207 1815,3528,85.8776,10.2704
970207 1820,3492,82.055,10.6392
970207 1825,3912,83.3926,11.7277
970207 1830,4056,81.7396,12.4052
970207 1835,3528,85.9014,10.2676
970207 1840,3624,83.7682,10.8156
970207 1845,3204,87.1011,9.1962
970207 1850,3888,84.6883,11.4774
970207 1855,3168,85.8788,9.2223
970207 1900,3024,88.4127,8.5508
970207 1905,3480,85.931,10.1244
970207 1910,3336,87.8201,9.4967
970207 1915,3696,83.25,11.0991
970207 1920,3660,86.8721,10.5327
970207 1925,3468,88.1799,9.8322
970207 1930,3480,85.2207,10.2088
970207 1935,3780,88.219,10.712
970207 1940,2772,87.0952,7.9568
970207 1945,3900,86.9631,11.2117
970207 1950,3168,85.8788,9.2223
970207 1955,3444,84.8328,10.1494
970207 2000,3516,85.6075,10.2678
970207 2005,3624,87.3841,10.368
970207 2010,3492,84.5086,10.3303
970207 2015,3660,82.4721,11.0947
970207 2020,3528,84.2415,10.4699
970207 2025,3396,83.3887,10.1812
970207 2030,4332,82.2244,13.1713
970207 2035,3540,87.6237,10.1
970207 2040,3528,83.0476,10.6204
970207 2045,4476,83.1957,13.4502
970207 2050,3444,84.8328,10.1494
970207 2055,3396,88.0707,9.64
970207 2100,3468,85.9654,10.0855
970207 2105,3240,87.9037,9.2146
970207 2110,3624,82.6424,10.9629
970207 2115,3444,86.453,9.9592
970207 2120,3948,84.6535,11.6593
970207 2125,4248,81.1667,13.0842
970207 2130,3252,88.952,9.1398
970207 2135,3516,85.6621,10.2612
970207 2140,3324,85.8375,9.6811
970207 2145,3420,88.1789,9.6962
970207 2150,3396,88.0707,9.64
970207 2155,3612,82.8007,10.9057
970207 2200,3624,86.798,10.438
970207 2205,3216,85.709,9.3806
970207 2210,3792,80.6772,11.7505
970207 2215,3204,85.0861,9.414
970207 2220,2892,86.5436,8.3542
970207 2225,3276,89,9.2022
970207 2230,3192,90.3985,8.8276
970207 2235,3240,90.2667,8.9734
970207 2240,3168,88.6061,8.9384
970207 2245,3168,88.1629,8.9834
970207 2250,3612,82.8007,10.9057
970207 2255,2820,87.7532,8.0339
970207 2300,2712,88,7.7045
970207 2305,2472,87.9272,7.0285
970207 2310,2640,88.8045,7.4321
970207 2315,2700,87.9289,7.6767
970207 2320,2808,88.8077,7.9047
970207 2325,2340,88.0872,6.6411
970207 2330,2856,87.5252,8.1576
970207 2335,2796,90.9313,7.6871
970207 2340,2328,90.7165,6.4156
970207 2345,2520,88.1524,7.1467
970207 2350,2520,88.1524,7.1467
970207 2355,1908,89.3648,5.3377
970208 0000,2160,86.7444,6.2252
970208 0005,2136,92.4719,5.7747
970208 0010,2040,92.4235,5.5181
970208 0015,2076,89.9133,5.7722
970208 0020,1860,88.2903,5.2667
970208 0025,2568,90.6355,7.0833
970208 0030,1836,91.549,5.0137
970208 0035,2232,89.7312,6.2186
970208 0040,2028,89.5444,5.662
970208 0045,1608,93.4179,4.3032
970208 0050,1932,92.9876,5.1942
970208 0055,1932,92.9876,5.1942
970208 0100,2172,89.9503,6.0367
970208 0105,1776,90.0541,4.9304
970208 0110,1500,91.072,4.1176
970208 0115,1548,90.8217,4.2611
970208 0120,1644,90.2847,4.5523
970208 0125,1644,91.4453,4.4945
970208 0130,1872,87.7692,5.3322
970208 0135,1440,90.3083,3.9863
970208 0140,2064,87.9767,5.8652
970208 0145,1452,92.0826,3.9421
970208 0150,1176,91.6429,3.2081
970208 0155,1176,91.6429,3.2081
970208 0200,1188,93.2929,3.1835
970208 0215,960,91.1875,2.6319
970208 0235,1092,88.4176,3.0876
970208 0240,1140,89.1368,3.1973
970208 0250,1044,89.908,2.903
970208 0255,1044,89.908,2.903
970208 0300,792,91.9394,2.1536
970208 0305,828,89.6667,2.3086
970208 0310,1164,89.7526,3.2422
970208 0315,1008,86.1667,2.9246
970208 0320,816,91.2941,2.2345
970208 0325,996,91.2169,2.7298
970208 0330,984,90.4878,2.7186
970208 0335,912,89.6316,2.5437
970208 0340,828,89.0435,2.3247
970208 0345,1080,90.9556,2.9685
970208 0350,792,92.9848,2.1294
970208 0355,792,92.9848,2.1294
970208 0400,624,93.5385,1.6678
970208 0405,792,89.6515,2.2086
970208 0410,816,95.3529,2.1394
970208 0415,804,90.9701,2.2095
970208 0420,900,89.88,2.5033
970208 0425,864,91.9167,2.35
970208 0430,852,91.4648,2.3288
970208 0435,900,92,2.4457
970208 0440,744,92.5806,2.0091
970208 0445,564,88.1489,1.5996
970208 0450,780,90.9692,2.1436
970208 0455,780,90.9692,2.1436
970208 0500,660,92.6182,1.7815
970208 0505,780,92.9385,2.0982
970208 0510,876,90.137,2.4296
970208 0515,660,90.2364,1.8285
970208 0520,1068,93.3034,2.8616
970208 0525,1020,92.5176,2.7562
970208 0530,984,93.1707,2.6403
970208 0535,756,92.0794,2.0526
970208 0540,948,93.6456,2.5308
970208 0545,1188,93.5455,3.1749
970208 0550,1344,97.1786,3.4576
970208 0555,1344,97.1786,3.4576
970208 0600,1200,91.2,3.2895
970208 0605,1008,93.0119,2.7093
970208 0610,948,90.3544,2.623
970208 0615,1260,91.5524,3.4407
970208 0620,1260,91.4286,3.4453
970208 0625,1212,92.3267,3.2818
970208 0630,1032,90.7907,2.8417
970208 0635,1476,93.3902,3.9512
970208 0640,1236,91.6117,3.3729
970208 0645,1416,92.9661,3.8078
970208 0650,1524,92.4252,4.1223
970208 0655,1524,92.4252,4.1223
970208 0700,1428,94.6555,3.7716
970208 0705,1368,94.4561,3.6207
970208 0710,1404,93.7009,3.746
970208 0715,1476,94.2846,3.9137
970208 0720,1560,92.9538,4.1956
970208 0725,1728,94.4028,4.5761
970208 0730,1488,95.4435,3.8976
970208 0735,1488,95.4435,3.8976
970208 0740,1716,96.5105,4.4451
970208 0745,1548,95.4806,4.0532
970208 0750,1656,96.4493,4.2924
970208 0755,1656,96.4493,4.2924
970208 0800,1692,95.8511,4.4131
970208 0805,1764,95.5102,4.6173
970208 0810,1632,92.5294,4.4094
970208 0815,1704,96.0352,4.4359
970208 0820,1608,95.2388,4.221
970208 0825,2004,93.9641,5.3318
970208 0830,2016,94.6012,5.3276
970208 0835,2340,94.8205,6.1696
970208 0840,1860,95.3871,4.8749
970208 0845,2172,93.4309,5.8118
970208 0850,2172,90.8066,5.9797
970208 0855,2172,90.8066,5.9797
970208 0900,1812,92.3642,4.9045
970208 0905,2640,90.9227,7.2589
970208 0910,2892,91.9544,7.8626
970208 0915,2808,92.6026,7.5808
970208 0920,3408,91.9507,9.2658
970208 0925,3072,91.8438,8.362
970208 0930,3756,90.7604,10.3459
970208 0935,3684,90.5147,10.1751
970208 0940,4128,87.9099,11.7393
970208 0945,3516,90.2014,9.7449
970208 0950,4596,90.1671,12.743
970208 0955,4596,90.1671,12.743
970208 1000,5160,89.0907,14.4796
970208 1005,5520,87.0935,15.845
970208 1010,6012,85.986,17.4796
970208 1015,6156,87.3431,17.6202
970208 1020,5748,88.0814,16.3145
970208 1025,7044,83.9404,20.9792
970208 1030,6864,85.0909,20.1667
970208 1035,7764,82.3617,23.5668
970208 1040,7344,83.0294,22.1126
970208 1045,8064,80.6964,24.9825
970208 1050,7356,82.5155,22.2867
970208 1055,7356,82.5155,22.2867
970208 1100,8064,77.3214,26.073
970208 1105,7644,80.9309,23.6127
970208 1110,7812,81.1889,24.055
970208 1115,8400,79.4714,26.4246
970208 1120,8232,78.0773,26.3585
970208 1125,7800,75.8477,25.7094
970208 1130,7428,80.4152,23.0927
970208 1135,7104,75.3057,23.5839
970208 1140,7692,75.6115,25.4326
970208 1145,6576,80.0931,20.5261
970208 1150,6396,83.1538,19.2294
970208 1155,6396,83.1538,19.2294
970208 1200,7008,76.1113,23.0189
970208 1205,5868,82.8814,17.7
970208 1210,6060,82.8693,18.2818
970208 1215,5844,84.2115,17.3492
970208 1220,5184,85.3426,15.1859
970208 1225,5364,79.6577,16.8345
970208 1230,4548,89.4697,12.7082
970208 1235,4752,78.8939,15.0582
970208 1240,5196,83.9931,15.4656
970208 1245,4560,87.3237,13.0549
970208 1250,4644,85.354,13.6022
970208 1255,4644,85.354,13.6022
970208 1300,5364,83.8792,15.9873
970208 1305,4440,76.5486,14.5006
970208 1310,3924,89.0826,11.0123
970208 1315,4392,88.5956,12.3934
970208 1320,3372,87.548,9.629
970208 1325,4104,87.7251,11.6956
970208 1330,3756,86.4377,10.8633
970208 1335,3984,81.3825,12.2385
970208 1340,4692,83.7673,14.0031
970208 1345,4464,86.4113,12.915
970208 1350,3924,86.9205,11.2862
970208 1355,3924,86.9205,11.2862
970208 1400,4320,89.6556,12.0461
970208 1405,4680,86.4795,13.5292
970208 1410,4896,80.7377,15.1602
970208 1415,5388,83.539,16.1242
970208 1420,5916,81.998,18.037
970208 1425,5628,79.8827,17.6133
970208 1430,5520,79.0174,17.4645
970208 1435,5376,78.4754,17.1264
970208 1440,5748,78.3507,18.3406
970208 1445,5412,81.1286,16.6772
970208 1450,5532,77.9761,17.7362
970208 1455,5532,77.9761,17.7362
970208 1500,5556,79.067,17.5674
970208 1505,5772,77.1268,18.7094
970208 1510,5844,75.1047,19.4528
970208 1515,5520,79.0087,17.4664
970208 1520,5556,75.162,18.4801
970208 1525,5964,79.7384,18.6986
970208 1530,5772,77.3659,18.6516
970208 1535,5964,75.9658,19.6273
970208 1540,5412,78.8936,17.1497
970208 1545,5748,78.7223,18.254
970208 1550,6204,73.4313,21.1218
970208 1555,6204,73.4313,21.1218
970208 1600,5700,78.3053,18.198
970208 1605,5544,79.329,17.4715
970208 1610,5364,79.5078,16.8663
970208 1615,5508,72.9891,18.8658
970208 1620,5940,76.9374,19.3014
970208 1625,5388,78.9265,17.0665
970208 1630,5580,77.5376,17.9913
970208 1635,5700,76.08,18.7303
970208 1640,5916,76.1095,19.4325
970208 1645,5352,77.4103,17.2845
970208 1650,5448,78.5727,17.3343
970208 1655,5448,78.5727,17.3343
970208 1700,5076,76.8936,16.5033
970208 1705,5448,78.6652,17.3139
970208 1710,5676,80.9408,17.5313
970208 1715,5592,78.6395,17.7773
970208 1720,5700,75.64,18.8392
970208 1725,5868,76.2188,19.2472
970208 1730,5940,76.4202,19.432
970208 1735,6096,77.5669,19.6475
970208 1740,5484,78.3632,17.4954
970208 1745,5388,77.4009,17.4029
970208 1750,5820,73.9732,19.6693
970208 1755,5820,73.9732,19.6693
970208 1800,5400,75.7511,17.8215
970208 1805,5220,75.708,17.2373
970208 1810,4680,76.1487,15.3647
970208 1815,4932,75.0925,16.4198
970208 1820,4500,78.4107,14.3475
970208 1825,5328,75.9842,17.53
970208 1830,4896,76.7157,15.955
970208 1835,5112,71.4108,17.8965
970208 1840,4632,78.7798,14.6992
970208 1845,4824,78.9925,15.2673
970208 1850,4620,79.6208,14.5063
970208 1855,4620,79.6208,14.5063
970208 1900,4896,80.4142,15.2212
970208 1905,4596,77.577,14.8111
970208 1910,4680,80.1462,14.5983
970208 1915,5688,71.0338,20.0187
970208 1920,4632,76.2746,15.182
970208 1925,5316,74.9819,17.7243
970208 1930,4944,77.9612,15.854
970208 1935,5112,79.0188,16.1734
970208 1940,5376,77.4732,17.3479
970208 1945,5184,77.5764,16.7061
970208 1950,4920,76.7415,16.0278
970208 1955,4920,76.7415,16.0278
970208 2000,5412,73.1729,18.4904
970208 2005,5364,76.2148,17.595
970208 2010,5160,74.414,17.3355
970208 2015,5304,73.3258,18.0837
970208 2020,5664,73.286,19.3216
970208 2025,5544,69.4675,19.9518
970208 2030,5544,69.7446,19.8725
970208 2035,5700,73.3011,19.4404
970208 2040,5148,74.676,17.2345
970208 2045,5496,73.7773,18.6236
970208 2050,5448,69.7709,19.521
970208 2055,5448,69.7709,19.521
970208 2100,4752,76.5758,15.514
970208 2105,5760,74.1708,19.4146
970208 2110,6012,71.8822,20.9092
970208 2115,4908,74.7311,16.4189
970208 2120,4920,79.6732,15.4381
970208 2125,5352,77.0628,17.3625
970208 2130,5544,74.4632,18.6132
970208 2135,5472,74.9561,18.2507
970208 2140,5700,71.9537,19.8044
970208 2145,5652,68.6815,20.5732
970208 2150,5556,70.2959,19.7593
970208 2155,5556,70.2959,19.7593
970208 2200,5292,69.5692,19.017
970208 2205,5328,73.3491,18.1597
970208 2210,5016,76.2656,16.4425
970208 2215,5436,75.6578,17.9624
970208 2220,4740,78.2532,15.1432
970208 2225,5220,74.4713,17.5235
970208 2230,5964,73.8048,20.2019
970208 2235,4980,77.0458,16.1592
970208 2240,5448,71.9604,18.9271
970208 2245,4944,75.8738,16.2902
970208 2250,4848,76.0495,15.937
970208 2255,4848,76.0495,15.937
970208 2300,5196,73.3672,17.7055
970208 2305,5076,78.9243,16.0787
970208 2310,4404,81.673,13.4806
970208 2315,4836,80.2308,15.069
970208 2320,5160,77.9279,16.5538
970208 2325,4452,79.3801,14.0212
970208 2330,5028,75.5943,16.6282
970208 2335,4752,76.5707,15.5151
970208 2340,4776,78.9146,15.1303
970208 2345,4884,80.7666,15.1176
970208 2350,3816,80.9025,11.792
970208 2355,3816,80.9025,11.792
970209 0000,3180,80.7925,9.84
970209 0005,3504,86.2466,10.1569
970209 0010,3744,78.3782,11.9421
970209 0015,2928,88.5,8.2712
970209 0020,2628,90.7078,7.243
970209 0025,3336,86.8381,9.6041
970209 0030,3732,84.1672,11.0851
970209 0035,3384,87.3191,9.6886
970209 0040,3480,87.0414,9.9952
970209 0045,3240,87.0778,9.302
970209 0050,2700,88.5867,7.6197
970209 0055,2700,88.5867,7.6197
970209 0100,3120,86.7885,8.9874
970209 0105,2664,92.018,7.2377
970209 0110,2412,89.2935,6.753
970209 0115,2172,90.9779,5.9685
970209 0120,2232,90.4731,6.1676
970209 0125,2136,89.9213,5.9385
970209 0130,2412,90.5224,6.6613
970209 0135,2640,91.85,7.1856
970209 0140,2940,90.7837,8.0962
970209 0145,3192,88.4511,9.0219
970209 0150,2592,88.8796,7.2908
970209 0155,2592,88.8796,7.2908
970209 0200,2688,89.4196,7.5151
970209 0205,2280,90.5368,6.2958
970209 0210,2220,90.7459,6.116
970209 0215,1620,92.3259,4.3866
970209 0220,2232,88.7688,6.286
970209 0225,2076,90.6069,5.728
970209 0230,1776,91.8108,4.836
970209 0235,1980,91.3758,5.4172
970209 0240,1836,88.732,5.1729
970209 0245,1872,90.3718,5.1786
970209 0250,1668,94.482,4.4135
970209 0255,1668,94.482,4.4135
970209 0300,1596,91.6767,4.3523
970209 0305,1308,92.6055,3.5311
970209 0310,1344,92.0893,3.6486
970209 0315,1680,91.6357,4.5834
970209 0320,1404,91.5385,3.8345
970209 0325,1416,91.9661,3.8492
970209 0330,1224,89.1961,3.4306
970209 0335,1488,90.9839,4.0886
970209 0340,1116,93.4731,2.9848
970209 0345,1236,91.6602,3.3711
970209 0350,1116,91.2366,3.058
970209 0355,1116,91.2366,3.058
970209 0400,996,90.747,2.7439
970209 0405,1128,93.1809,3.0264
970209 0410,744,92.1935,2.0175
970209 0415,852,90.9296,2.3425
970209 0420,1080,92.6222,2.9151
970209 0425,1104,90.9891,3.0333
970209 0430,696,92.4483,1.8821
970209 0435,948,92.1646,2.5715
970209 0440,768,89.8906,2.1359
970209 0445,768,89.0156,2.1569
970209 0450,900,91.36,2.4628
970209 0455,900,91.36,2.4628
970209 0500,864,93.5,2.3102
970209 0505,1260,91.419,3.4457
970209 0510,780,91.5231,2.1306
970209 0515,780,91.7385,2.1256
970209 0520,756,87.9048,2.1501
970209 0525,1272,90.4811,3.5145
970209 0530,1068,88.5506,3.0152
970209 0535,1008,90.9286,2.7714
970209 0540,1212,91.2277,3.3214
970209 0545,1128,91.8617,3.0698
970209 0550,1176,92.2551,3.1868
970209 0555,1176,92.2551,3.1868
970209 0600,1044,90.5402,2.8827
970209 0605,972,88.0617,2.7594
970209 0610,1260,88.5143,3.5587
970209 0615,1140,90.5579,3.1472
970209 0620,1212,90.5545,3.3461
970209 0625,1476,90.1057,4.0952
970209 0630,1320,90.8909,3.6307
970209 0635,1644,88.9416,4.621
970209 0640,1512,91.9048,4.113
970209 0645,1620,91.0074,4.4502
970209 0650,1560,93.3308,4.1787
970209 0655,1560,93.3308,4.1787
970209 0700,2112,91.1364,5.7935
970209 0705,2184,86.6868,6.2985
970209 0710,1968,91.5976,5.3713
970209 0715,2160,93.0444,5.8037
970209 0720,1860,92.9355,5.0035
970209 0725,2100,91.4571,5.7404
970209 0730,1836,92.6928,4.9518
970209 0735,1704,92.6761,4.5967
970209 0740,1932,93.1925,5.1828
970209 0745,2052,91.7544,5.591
970209 0750,1872,92.9551,5.0347
970209 0755,1872,92.9551,5.0347
970209 0800,1800,94.4533,4.7643
970209 0805,1788,91,4.9121
970209 0810,2064,90.25,5.7175
970209 0815,2028,90.0355,5.6311
970209 0820,2064,89.3547,5.7747
970209 0825,2400,90.84,6.605
970209 0830,2472,90.1408,6.8559
970209 0835,2304,90.875,6.3384
970209 0840,2184,90.967,6.0022
970209 0845,2508,89.89,6.9752
970209 0850,2520,90.3048,6.9764
970209 0855,2520,90.3048,6.9764
970209 0900,2532,86.5166,7.3165
970209 0905,2676,83.4888,8.0131
970209 0910,2520,90.281,6.9782
970209 0915,2952,86.2276,8.5587
970209 0920,3048,86.8583,8.7729
970209 0925,2700,88.4933,7.6277
970209 0930,3600,86.8967,10.3571
970209 0935,2784,89.5216,7.7747
970209 0940,3516,88.4949,9.9328
970209 0945,3444,88.7666,9.6996
970209 0950,3492,81.4192,10.7223
970209 0955,3492,81.4192,10.7223
970209 1000,4164,82.4784,12.6215
970209 1005,3972,81.8429,12.133
970209 1010,4164,85.634,12.1564
970209 1015,4860,79.7136,15.2421
970209 1020,4692,75.2123,15.5959
970209 1025,4500,81.8213,13.7495
970209 1030,5028,77.4391,16.2321
970209 1035,4992,78.8654,15.8244
970209 1040,5076,76.2104,16.6513
970209 1045,5700,78.3726,18.1824
970209 1050,5484,72.5711,18.8918
970209 1055,5484,72.5711,18.8918
970209 1100,6192,78.7306,19.662
970209 1105,5844,74.0637,19.7263
970209 1110,5628,80.6162,17.4531
970209 1115,6060,75.8,19.9868
970209 1120,5868,75.7566,19.3646
970209 1125,5904,75.1098,19.6512
970209 1130,5472,79.3838,17.2327
970209 1135,6132,75.3953,20.3328
970209 1140,5376,79.9665,16.807
970209 1145,6852,69.9037,24.5051
970209 1150,5928,73.9696,20.0352
970209 1155,5928,73.9696,20.0352
970209 1200,4980,76.7807,16.215
970209 1205,4896,75.1642,16.2843
970209 1210,4872,78.234,15.5687
970209 1215,4464,74.9274,14.8944
970209 1220,4200,83.9429,12.5085
970209 1225,4656,74.5593,15.6117
970209 1230,4716,80.6743,14.6143
970209 1235,4548,83.9314,13.5468
970209 1240,4728,85.1066,13.8885
970209 1245,4812,79.7756,15.0798
970209 1250,4812,76.3691,15.7524
970209 1255,4812,76.3691,15.7524
970209 1300,4644,81.5142,14.2429
970209 1305,4776,75.495,15.8156
970209 1310,4296,82.6927,12.9878
970209 1315,4908,80.5159,15.2392
970209 1320,5568,78.6444,17.6999
970209 1325,4836,83.4194,14.493
970209 1330,5412,82.3038,16.4391
970209 1335,4728,83.4162,14.1699
970209 1340,5208,83.2811,15.6338
970209 1345,5736,78.0921,18.3629
970209 1350,5496,77.3188,17.7706
970209 1355,5496,77.3188,17.7706
970209 1400,5856,80.834,18.1112
970209 1405,5244,79.1533,16.5628
970209 1410,6060,78.4733,19.3059
970209 1415,6048,80.6448,18.7489
970209 1420,6036,77.5487,19.4587
970209 1425,6672,79.8417,20.8913
970209 1430,5796,80.1222,18.0849
970209 1435,6768,76.6259,22.0813
970209 1440,7044,78.8739,22.3268
970209 1445,6480,80.0685,20.2327
970209 1450,6324,82.6281,19.1339
970209 1455,6324,82.6281,19.1339
970209 1500,6924,78.6828,21.9997
970209 1505,6600,79.5564,20.74
970209 1510,6600,71.1309,23.1967
970209 1515,6840,77.2368,22.1397
970209 1520,6792,74.4399,22.8103
970209 1525,6072,77.7431,19.5259
970209 1530,6144,74.7441,20.5501
970209 1535,6300,73.0971,21.5467
970209 1540,6588,68.7632,23.9518
970209 1545,5880,70.998,20.7048
970209 1550,6516,66.9963,24.3148
970209 1555,6516,66.9963,24.3148
970209 1600,6336,74.8864,21.152
970209 1605,6084,71.7949,21.1854
970209 1610,6696,71.3477,23.4626
970209 1615,6012,74.7345,20.1112
970209 1620,6060,74.6376,20.2981
970209 1625,6144,75.7773,20.2699
970209 1630,6060,72.6238,20.8609
970209 1635,6012,74.3293,20.2208
970209 1640,6420,74.8692,21.4374
970209 1645,5940,72.9859,20.3464
970209 1650,6084,70.3708,21.6141
970209 1655,6084,70.3708,21.6141
970209 1700,5796,76.0704,19.0481
970209 1705,5388,76.6325,17.5774
970209 1710,5832,76.9033,18.9589
970209 1715,6252,75.334,20.7476
970209 1720,5328,76.8649,17.3291
970209 1725,5352,76.1906,17.5612
970209 1730,6132,73.1018,20.9708
970209 1735,5880,73.0041,20.1359
970209 1740,5628,78.3305,17.9624
970209 1745,5940,72.4404,20.4996
970209 1750,5184,69.8426,18.556
970209 1755,5184,69.8426,18.556
970209 1800,6024,68.9323,21.8475
970209 1805,5160,67.386,19.1434
970209 1810,5388,69.2361,19.4552
970209 1815,5388,68.0668,19.7894
970209 1820,5556,68.568,20.2573
970209 1825,5352,67.8767,19.7122
970209 1830,5160,65.4209,19.7185
970209 1835,4944,69.7718,17.7149
970209 1840,5028,65.8329,19.0938
970209 1845,5232,66.7546,19.5942
970209 1850,6408,44.1667,36.2717
970209 1855,6408,44.1667,36.2717
970209 1900,5316,71.5237,18.5813
970209 1905,5508,70.3377,19.577
970209 1910,5280,71.6705,18.4176
970209 1915,5352,70.7982,18.8988
970209 1920,5232,74.2202,17.6232
970209 1925,5556,69.8294,19.8913
970209 1930,5496,73.3515,18.7317
970209 1935,5376,70.3482,19.105
970209 1940,5280,66.1841,19.9444
970209 1945,5628,74.8977,18.7856
970209 1950,5472,71.4583,19.144
970209 1955,5472,71.4583,19.144
970209 2000,5688,69.0148,20.6043
970209 2005,5376,70.3125,19.1147
970209 2010,6012,67.6647,22.2125
970209 2015,5760,69.8625,20.6119
970209 2020,5736,71.046,20.1841
970209 2025,6060,66.3683,22.8272
970209 2030,6048,69.3115,21.8146
970209 2035,5892,70.1976,20.9836
970209 2040,5904,71.6484,20.6006
970209 2045,4872,67.33,18.09
970209 2050,6024,64.3147,23.4161
970209 2055,6024,64.3147,23.4161
970209 2100,5820,67.9588,21.41
970209 2105,5628,71.8273,19.5887
